2.0000000000,-1.0000000000,1.0000000000,0.0397800319,0.0412351154,0.7853981853,0.0000000000,0.0000000000,0.0000000000,1.1934008598,1.2370533943,0.0000000000,0.0000000000,0.0000000000,0.7500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2.0000000000,-1.0000000000,1.0000000000,0.0373069718,0.0385827981,0.7853981853,0.0000000000,0.0000000000,0.0000000000,-0.0741917938,-0.0795695111,0.0000000000,0.0000000000,0.0000000000,0.7458126545,0.0000001073,-0.0000000776,0.0011523014,0.0000000000,0.0000000000,-0.1256202906,0.0000032188,-0.0000023294,0.0345690399,0.0000030846,0.0000030846,0.8207265139,-0.0755988210,0.0333333351
2.0000000000,-1.0000000000,1.0000000000,0.0382149555,0.0393671170,0.7853981853,0.0000000000,0.0000000000,0.0000000000,0.0272395071,0.0235295650,0.0000000000,-0.0000000010,-0.0000000013,0.7432497740,0.0021435786,0.0020507015,0.0031148605,-0.0000000291,-0.0000000403,-0.0768857300,0.0643041357,0.0615233704,0.0588767678,0.0554480404,-0.0703909472,0.3446773589,-0.1009065658,0.0666666701
2.0000000000,-1.0000000000,1.0000000000,0.0400305949,0.0410319306,0.7853981853,0.0000000000,0.0000000000,0.0000000000,0.0544691794,0.0499444045,0.0000000000,0.0000287379,-0.0000298575,0.7437672019,0.0033120904,0.0032273601,0.0057506198,0.0008621650,-0.0008956838,0.0155234486,0.0350553542,0.0352997594,0.0790727735,0.0171190221,-0.0210580528,0.1516214311,-0.1253420562,0.1000000015
2.0000000000,-1.0000000000,1.0000000000,0.0417619199,0.0425423309,0.7853981853,0.0000000000,0.0000000000,0.0000000000,0.0519397445,0.0453120060,0.0000000000,0.0001014809,-0.0001043568,0.7469506860,0.0046079163,0.0044983034,0.0089946641,0.0021822914,-0.0022349800,0.0955046341,0.0388747752,0.0381282978,0.0973213241,0.0333534069,-0.0388923027,0.1345708221,-0.1474288553,0.1333333403
2.0000000000,-1.0000000000,1.0000000000,0.0431654118,0.0436537452,0.7853981853,0.0000000000,0.0000000000,0.0000000000,0.0421047546,0.0333424248,0.0000000000,0.0002329113,-0.0002379022,0.7521731853,0.0061968304,0.0060139205,0.0128003340,0.0039429106,-0.0040063616,0.1566741467,0.0476674214,0.0454685166,0.1141700819,0.0437961929,-0.0499322340,0.1679288596,-0.1671188772,0.1666666716
2.0000000000,-1.0000000000,1.0000000000,0.0442168713,0.0443519689,0.7853981853,0.0000000000,0.0000000000,0.0000000000,0.0315437801,0.0209467094,0.0000000000,0.0004398937,-0.0004473309,0.7589069605,0.0079268729,0.0076486012,0.0171214696,0.0062094713,-0.0062828595,0.2020128667,0.0519012623,0.0490404256,0.1296340674,0.0497892052,-0.0556240343,0.2055628598,-0.1843544245,0.2000000030
2.0000000000,-1.0000000000,1.0000000000,0.0449389406,0.0446698703,0.7853981853,0.0000000000,0.0000000000,0.0000000000,0.0216620769,0.0095370403,0.0000000000,0.0007400844,-0.0007501093,0.7667272091,0.0096520670,0.0092733633,0.0219145603,0.0090057235,-0.0090833530,0.2346072346,0.0517558157,0.0487428531,0.1437927336,0.0539661311,-0.0589009896,0.2356964052,-0.1992877275,0.2333333343
2.0000000000,-1.0000000000,1.0000000000,0.0453696810,0.0446545854,0.7853981853,0.0000000000,0.0000000000,0.0000000000,0.0129222116,-0.0004585460,0.0000000000,0.0011506311,-0.0011628285,0.7752959132,0.0112862755,0.0108046858,0.0271417759,0.0123163993,-0.0123815760,0.2570606470,0.0490262434,0.0459396802,0.1568164825,0.0573234595,-0.0609436817,0.2571145296,-0.2122238874,0.2666666806
2.0000000000,-1.0000000000,1.0000000000,0.0455494337,0.0443549678,0.7853981853,0.0000000000,0.0000000000,0.0000000000,0.0053925808,-0.0089885285,0.0000000000,0.0016874783,-0.0017005129,0.7843465209,0.0127879698,0.0121959224,0.0327680297,0.0161054116,-0.0161305312,0.2715178132,0.0450508371,0.0417370945,0.1687875986,0.0601547174,-0.0621746145,0.2709851265,-0.2233151346,0.3000000119
